DDB_ID,Mention_ID,Grain_Form,Context_Type,Signal_Strength,Neg_Signals,Rejection_Reason,Context_Window
p.mil.vogl;3;130,1,πυρου,TAX,0.0,"TAX,SEED","no_positive+negative(TAX,SEED)","πυροῦ, ἐκφορίου
σὺν αἷς λημ ψόμεθα σπερμάτων πυροῦ ἀρτάβαις
δέκα 10 πυρ οῦ ἀρταβῶν ἑκατὸν"
p.mil.vogl;3;130,1,πυρ,TAX,0.0,"TAX,SEED","no_positive+negative(TAX,SEED)","λημ ψόμεθα σπερμάτων πυροῦ ἀρτάβαις
δέκα 10 πυρ οῦ ἀρταβῶν ἑκατὸν δέκα 110 , διὰ τὸ"
p.mil.vogl;3;130,1,πυρου,TAX,0.0,"TAX,SEED","no_positive+negative(TAX,SEED)","τὰς μὲν ἀρούρας δέκα 10 εἰς σ πορὰν πυροῦ ,
τῆς μισθ ώσεως τ ὰς μὲν"
p.mil.vogl;3;130,1,πυρου,TAX,0.0,"TAX,SEED","no_positive+negative(TAX,SEED)","ρὰν ἐκφορίου σὺν ταῖς τῶν σπερμάτων ἀρτά
πυροῦ, ἐκφ ορίου σ ὺν αἷς λ η μψ"
p.mil.vogl;3;130,1,πυρου,SEED,0.0,SEED,no_positive+negative(SEED),"μψ ό μεθα σπερμάτ ων βαις δέκα 10 πυροῦ ἀρταβῶν ἑκατὸν τριάκοντα 130 ,
πυροῦ ἀρτά"
p.mil.vogl;3;130,1,πυρου,SEED,0.0,SEED,no_positive+negative(SEED),"10 πυροῦ ἀρταβῶν ἑκατὸν τριάκοντα 130 ,
πυροῦ ἀρτά βαις ἕ νδεκα 11 , πυροῦ ἀρταβῶν"
p.mil.vogl;3;130,1,πυρου,SEED,0.0,SEED,no_positive+negative(SEED),"πυροῦ ἀρτά βαις ἕ νδεκα 11 , πυροῦ ἀρταβῶν ἑκατὸ ν τεσ καὶ τὰς ἀρούρας ἕνδεκα"
p.mil.vogl;3;130,1,πυρου,TAX,0.0,"TAX,SEED","no_positive+negative(TAX,SEED)","μὲν ἀρούρας ἕνδεκα 11 εἰς σ πορὰν πορὰν πυροῦ, ἐκφορίου σὺν
ταῖς τῶν σπερμάτων ἀρτάβαις ἕνδεκα"
p.mil.vogl;3;130,1,πυρου,TAX,0.0,"TAX,SEED","no_positive+negative(TAX,SEED)","σὺν
ταῖς τῶν σπερμάτων ἀρτάβαις ἕνδεκα 11 πυροῦ
ἀρταβῶν ἑκατὸν τεσσεράκοντα τριῶν 143 , τὰς"
p.mil.vogl;6;288,1,πυρου,SEED,0.0,SEED,no_positive+negative(SEED),"σ ὺν αἷ ς λ ημψό μεθα σπέρμασι πυροῦ ἀρτάβαις 5
τοῦ π αν τ ὸς"
p.mil.vogl;6;288,1,πυρου,SEED,0.0,SEED,no_positive+negative(SEED),"ἀρτάβαις 5
τοῦ π αν τ ὸς πυροῦ ἀρταβῶν 60 καὶ φόρου δραχμῶν 160 · τὸ"
p.mil.vogl;6;288,1,πυρου,TAX,0.0,TAX,no_positive+negative(TAX),"μὲν 8 εἰ ς σ π π ορὰν πυροῦ , τὰς δὲ
λ οι π ὰς"
p.mil.vogl;6;288,1,πυρου,TAX,0.0,TAX,no_positive+negative(TAX),σὺν α ἷς λη μψόμεθα σπέρ μασι πυροῦ ἀρτάβαις 8 τοῦ παντὸ ς κατʼ ἔτο ς
p.mil.vogl;6;288,1,πυρου,TAX,0.0,TAX,no_positive+negative(TAX),"ἀρτάβαις 8 τοῦ παντὸ ς κατʼ ἔτο ς πυροῦ ἀρταβῶν
96 κ αὶ φό ρου δραχμῶν"
p.oxy;12;1419,1,πυρου,TAX,0.0,TAX,no_positive+negative(TAX),"ὀπινάτορι ὀπεινάτορι Ὀπεινάτορι ἀπαι τητῇ τι μῆς πυροῦ
δραχμὰς 1500 , ἀλλὰ καὶ ἄλλας εἰς"
p.oxy;12;1473,1,πυρου,TAX,0.0,"TAX,RATION","no_positive+negative(TAX,RATION)","χορηγῶν χωρηγῶν τῇ Ἀπολλωναρίῳ εἰς διατροφὴν κατʼ ἔτος πυροῦ ἀρτάβας πεντήκοντα 50 μέτρῳ
τῷ προκειμένῳ καὶ"
p.oxy;12;1474,1,πυρου,TAX,0.0,TAX,no_positive+negative(TAX),"τῷ Ἐπεὶφ μηνὶ τοῦ ἐνεστῶτος 23 ἔτους
πυροῦ νέου ναίου καθαροῦ ἀδόλου ἀδώλου ἀβώλου ἀκρίθου κεκοσκινευμένου"
p.oxy;17;2121,1,πυρου,TAX,0.0,TAX,no_positive+negative(TAX),"παραφυλακῆς τ οῦ μετρου μένου
δημ οσίου πυροῦ τε καὶ γεν ῶν·
Πα Ἥρωνος τοῦ"
p.oxy;17;2121,2,πυρου,TAX,0.0,TAX,no_positive+negative(TAX),"προνοεῖν τῆς παραφυλακῆς τοῦ μετρου μένου
δημοσίου πυροῦ τε καὶ γενῶν.
Νεῶς Ἡρακλᾶ ὡς ἐτῶν"
p.oxy;19;2240,1,πυρου,SEED,0.0,SEED,no_positive+negative(SEED),τ ρη θ είσας εἰς τὸ δη μόσιον πυροῦ ἀρτάβας 43 1/2 λοιπ ὴ ἀρτάβης 1/2 διαφό
p.oxy;3;533,1,πυρου,TAX,0.0,"TAX,ADMIN","no_positive+negative(TAX,ADMIN)",οκιμᾷς. Ἡρακλείδης Ἑρμαίσκ ο υ ἀποδότω τὰς τοῦ πυροῦ ἀρτάβας 6 ἐν θέματι. ε ἴ πατε Διο
p.oxy;42;3058,1,πυρου,TAX,0.0,TAX,no_positive+negative(TAX),"καὶ παρὰ Εὐανγέλ λ ου ενχειρ παθε
πυροῦ ἀρτάβαι 250 καὶ ἐν δημοσίοις θησαυροῖς
τὸ"
p.oxy;56;3874,1,σιτου,TRANSPORT,0.0,TRANSPORT,no_positive+negative(TRANSPORT),"1600
Π τολεμαίῳ ὑ πὲρ κομοδίου ναύλου σίτου τάλαντα 25
ε ἰ ς συμπλήρωσιν νομισματίων"
p.oxy;57;3906,1,πυρου,LOAN,0.0,LOAN,no_positive+negative(LOAN),πέρμ ατα περμ δάνεια δάν ι α ἀπὸ πυροῦ γενήμ ατος τοῦ διελ θόντος 8 ἔτους
p.oxy;62;4336,2,πυρου,TRANSPORT,0.0,TRANSPORT,no_positive+negative(TRANSPORT),"Καίσαρος τοῦ κυρίου,
Μεσορὴ 26 . φορέτρου πυροῦ δραχμὰς ὀκτώ, γίνονται δραχμαὶ 8 .
10"
p.oxy;62;4336,2,πυρου,TAX,0.0,TAX,no_positive+negative(TAX),"δεκάτου ἔτους Αὐρηλίου Ἀντωνίνου
Καίσαρος τοῦ κυρίου πυροῦ γενή ματος τοῦ α ὐτοῦ δεκάτου ἔτους"
p.oxy;63;4356,1,πυρου,TAX,0.0,TAX,no_positive+negative(TAX),"κώμην
Σενῦριν ἐκ τ οῦ Ἀπολλωνίου
πυροῦ χο ίνικας ἓξ 6 1/2 ἀν ὰ πυροῦ"
p.oxy;63;4356,1,πυρου,TAX,0.0,TAX,no_positive+negative(TAX),πυροῦ χο ίνικας ἓξ 6 1/2 ἀν ὰ πυροῦ ἀρτάβας 5 καὶ δραχμὰς 40 ἀρουρῶν 4
p.oxy;63;4356,1,πυρου,TAX,0.0,TAX,no_positive+negative(TAX),"40 ἀρουρῶν 4
προετελοῦντο δὲ ἐκφο ρίων πυροῦ ἐν θ έματι δημοσίῳ
ἀνυπάρκτων ὁμοίως καὶ"
p.petr.kleon;;68,1,πυρων,ADMIN,0.0,"ADMIN,RATION","no_positive+negative(ADMIN,RATION)","ἔτους δραχμὰς 90 καὶ
τοῦ 31 ἔτους πυρῶν 24 1/3 . ' 24 1/3 ἀρτάβαι καὶ"
p.petr;3;109,1,πυρου,TAX,0.0,TAX,no_positive+negative(TAX),"γίνονται δραχμαὶ πυροῦ 2 1/2 1/4
τοῦ 37 ἔτους χω"
p.petr;3;109,2,πυρου,TAX,0.0,TAX,no_positive+negative(TAX),"λακιτικὸν πυροῦ 3
γίνονται δραχμαὶ 23 2 πυροῦ 3
τοῦ 37 ἔτους χωματι κὸν"
p.petr;3;109,3,πυρου,TAX,0.0,TAX,no_positive+negative(TAX),"3
τοῦ 38 ἔτους χω ματι κὸν πυροῦ 16 4
ἁλικ ῆς 2 φυ λακι"
p.petr;3;109,5,πυρου,TAX,0.0,TAX,no_positive+negative(TAX),"1/2 1/4 1/8
γίνονται δραχμαὶ 19 2 πυροῦ 2 1/2 1/4 1/8
τοῦ 37 ἔτους"
p.petr;3;109,5,πυρου,TAX,0.0,TAX,no_positive+negative(TAX),"φυλακι τικὸν πυροῦ 3
γίνονται δραχμαὶ 19 πυροῦ 3
γίνονται 56 2 πυροῦ 8 1/2"
p.petr;3;109,11,κριθ,TAX,0.0,TAX,no_positive+negative(TAX),"1/3
εἰς τὸ αὐτὸ ταυτὸ δραχμαὶ 20 κριθ ῆς 7 1/2 1/3
αἳ πυροῦ 4"
p.petr;3;141,1,σιτου,RATION,0.0,RATION,no_positive+negative(RATION),"τὸν Θαὺτ μηνῶν 4 δραχμὰς 16
καὶ σίτου εἰς τοῦ εἰς τὸν Θαὺτ 1 1/2"
p.rain.unterricht;;101,1,σιτοκριθου,SEED,0.0,SEED,no_positive+negative(SEED),"1/70 οὕτως οὕτως νο μισμάτια 4
τοῦ σιτοκρίθου τῆς 5 ἰνδικ τίωνος ὥστε εξαργυρισ μ ἐν"
p.ryl;2;166,1,πυρου,TAX,0.0,"TAX,SEED","no_positive+negative(TAX,SEED)","ύρης σὺ ν ᾗ λήμψομαι σπερμάτω ν
πυροῦ δρ ό μου ἀρτάβῃ ἀρταβην μιᾷ μια ν"
p.ryl;2;166,1,πυρου,SEED,0.0,SEED,no_positive+negative(SEED),"δρ ό μου ἀρτάβῃ ἀρταβην μιᾷ μια ν πυροῦ ἀρτάβας
ἓξ ἡμίσ ει αν ἡμ ύ"
p.ryl;2;90,2,πυρον,TAX,0.0,TAX,no_positive+negative(TAX),"ἄδωλον τὸν του μετρούμενον μετρουμενου δημόσιον δημοσιου
πυρὸν πυρου Ἀνουβᾶς Νεφερῶτος ὡς ἐτῶν 40 ἔχω ν"
p.ryl;2;90,2,πυρου,TAX,0.0,TAX,no_positive+negative(TAX),"τὸν του μετρούμενον μετρουμενου δημόσιον δημοσιου
πυρὸν πυρου Ἀνουβᾶς Νεφερῶτος ὡς ἐτῶν 40 ἔχω ν πό"
p.tebt;1;50,1,πυρου,TAX,0.0,TAX,no_positive+negative(TAX),"μενον
β λάβος τὰς 150 ἀρτάβας τοῦ πυροῦ καὶ τὰ 15 τάλαντα τοῦ χα λκοῦ"
p.tebt;1;61b,1,πυρωι,SEED,0.0,SEED,no_positive+negative(SEED),"1/12 ,
διάφορον 19 1/12 , ὧν πυρῶι 17 1/12 , χαλκοῦ 2 · σπόρος πυρῶι"
p.tebt;1;61b,1,πυρωι,SEED,0.0,SEED,no_positive+negative(SEED),"πυρῶι 17 1/12 , χαλκοῦ 2 · σπόρος πυρῶι διὰ τῶν
κατὰ μέρος γεωργῶν ἐκ εγ"
p.tebt;1;61b,2,πυρωι,SEED,0.0,SEED,no_positive+negative(SEED),"ἀρτάβαι 100 · διάφορον 96 2/3 , ὧν πυρῶι 75 1/3 ,
κριθῆς αἳ πυρῶι 12"
p.tebt;1;61b,2,κριθησ,SEED,0.0,SEED,no_positive+negative(SEED),"2/3 , ὧν πυρῶι 75 1/3 ,
κριθῆς αἳ πυρῶι 12 , ὀλύρας α ἳ πυρῶι"
p.tebt;1;61b,2,πυρωι,SEED,0.0,SEED,no_positive+negative(SEED),"ὧν πυρῶι 75 1/3 ,
κριθῆς αἳ πυρῶι 12 , ὀλύρας α ἳ πυρῶι 8 ,"
p.tebt;1;61b,2,ολυρασ,SEED,0.0,SEED,no_positive+negative(SEED),"1/3 ,
κριθῆς αἳ πυρῶι 12 , ὀλύρας α ἳ πυρῶι 8 , χαλκοῦ 1 1/3"
p.tebt;1;61b,2,πυρωι,SEED,0.0,SEED,no_positive+negative(SEED),"κριθῆς αἳ πυρῶι 12 , ὀλύρας α ἳ πυρῶι 8 , χαλκοῦ 1 1/3 · σπόρος πυρῶι"
p.tebt;1;61b,2,πυρωι,SEED,0.0,SEED,no_positive+negative(SEED),"πυρῶι 8 , χαλκοῦ 1 1/3 · σπόρος πυρῶι καὶ φακῶι.
κ αὶ τῆς ἀνενεχθείσης μετὰ"
p.tebt;1;67,3,πυρου,TAX,0.0,TAX,no_positive+negative(TAX),"σῖ τος 39 1/3 1/12 , γίνονται εἰς πυροῦ 4658 1/12 .
καὶ ἃ δεῖ ν"
p.tebt;1;67,3,πυρου,TAX,0.0,"TAX,LOAN,SEED","no_positive+negative(TAX,LOAN,SEED)","εἰς δάνεια εἰς τὸν σπόρον τοῦ αὐτοῦ ἔτους πυροῦ 120 φα κοῦ 100
ἄρουραι 17 ὧν"
p.tebt;1;67,3,πυρωι,TAX,0.0,TAX,no_positive+negative(TAX),"τοῦ πλείω πλείωι
συναγομένου ἐξ εἰκα σίας πυρῶι 83 1/2 1/4 ,
ὧν ἄρουραι 3"
p.tebt;1;68,2,πυρου,SEED,0.0,SEED,no_positive+negative(SEED),"αἳ πυροῦ 2877 1/4 , ὀλ ύρας αἳ πυροῦ 97 1/2 1/4 ,
χ α λκοῦ"
p.tebt;1;68,2,πυρου,SEED,0.0,SEED,no_positive+negative(SEED),"σ ῖ τος 39 1/3 1/12 , εἰς πυροῦ 4609 1/12 .
ἐκ δὲ τοῦ σπόρου"
p.tebt;1;68,2,πυρου,SEED,0.0,SEED,no_positive+negative(SEED),"4609 1/12 .
ἐκ δὲ τοῦ σπόρου πυροῦ 3475 1/2 1/12 ,
πυρο ῦ ἀντʼ"
p.tebt;1;68,2,πυρο,SEED,0.0,SEED,no_positive+negative(SEED),"τοῦ σπόρου πυροῦ 3475 1/2 1/12 ,
πυρο ῦ ἀντʼ ὀσπρίων 94 1/12 , γίνονται πυροῦ"
p.tebt;1;68,2,πυρου,SEED,0.0,SEED,no_positive+negative(SEED),"πυρο ῦ ἀντʼ ὀσπρίων 94 1/12 , γίνονται πυροῦ 3569 2/3 ,
κρι θῆς 83 3"
p.tebt;1;70,1,πυρου,TAX,0.0,TAX,no_positive+negative(TAX),"ὧν γενισμὸς ἐκ ἐγ μὲν τῆς ὑποθή κης πυροῦ 1663 2/3 38 2/3 vestiges ,
κ"
p.tebt;1;70,2,πυρον,TAX,0.0,TAX,no_positive+negative(TAX),"ι ς ἄλλ ο ι γένεσι τοῖς πρὸς πυρὸν διοικουμένοις·
φασήλωι 9 ὧν ἐκφόριον ἀρτάβαι 34"
p.tebt;1;72,5,πυρου,TAX,0.0,TAX,no_positive+negative(TAX),"1 ἔτους
ἐκφόριον
ωι ἐν ὧι πυροῦ 50
ἄρουραι 24 ὧν ἐκφόριο ν 120"
p.tebt;2;420,1,κριθαρ,RATION,0.0,RATION,no_positive+negative(RATION),"πρὸς σὲ σαὶ ἐλθεῖν ἐλθῖν ἕνεκα τῶν κριθαρ
ίων καὶ μετάδος μετάδες Διογένι ἵνα καὶ"
p.tebt;2;420,1,κριθησ,RATION,0.0,RATION,no_positive+negative(RATION),"Διογένι ἵνα καὶ
αὐτὸς δοῖ δῦ ἀρτάβην κριθῆς εἰς λό
γον ὀψωνίων. δὸς οὖν τὴν"
p.tebt;3.1;805,1,πυρον,TAX,0.0,TAX,no_positive+negative(TAX),"τῆς γῆς τοῦ ὑπολειφθη
σομένου χα λκοῦ πυρὸν ἑ κάσ της ἀρτάβης
χαλκοῦ δραχμῶν 700"
psi;10;1176,1,κριθ,TRANSPORT,0.0,TRANSPORT,no_positive+negative(TRANSPORT),"κριθ ῆς 169
vestiges πυροῦ ἀρτάβαι 169 κριθ ῆς ἀρτάβαι 169
ουν ι ος κ"
psi;4;388,1,κριθ,TAX,0.0,"TAX,TRANSPORT","no_positive+negative(TAX,TRANSPORT)","στεφάνου 3 3
ἔτους 39 ναῦλον κριθ ῶ ν 1 ὀβολοὺς 2 1/2 τέ ταρτον"
psi;7;788,1,πυρ,SEED,0.0,SEED,no_positive+negative(SEED),"ρας ἕ ν δεκα 11 καὶ σπορὰν πυρ οῦ ἀρούρας ὀκτὼ 8
ἀ ν ὰ"
psi;7;788,1,πυρου,SEED,0.0,SEED,no_positive+negative(SEED),"οῦ ἀρούρας ὀκτὼ 8
ἀ ν ὰ πυροῦ ἀρτάβα ς ἐννέα 9 κ αὶ εἰς σπορὰν"
psi;7;788,1,πυρου,TAX,0.0,TAX,no_positive+negative(TAX),"Ἐ π εὶπ μη ν ὶ ἐν πυροῦ ἀρτά βαις ἑβδομ η
κονταδύο 72 ἐπὶ"
sb;10;10754,1,πυρου,TRANSPORT,0.0,TRANSPORT,no_positive+negative(TRANSPORT),"ι λᾶτι ναυ
τικῷ ὑπ ὲρ ναύλου πυροῦ ἀρταβῶν 600 δραχμῶν 60 , μεθʼ ἃς ἔσχ"
sb;18;13619,1,σιτου,TRANSPORT,0.0,TRANSPORT,no_positive+negative(TRANSPORT),"ταις τοῖς ἐν τῆι Θαλλοῦ φόρετρον
σίτου τοῦ ἐμβαλλομένου
ζαμου εἰς Ἀλεξάνδρειαν
εἰς"
sb;18;13763,1,πυρου,RATION,0.0,RATION,no_positive+negative(RATION),"αἳ πυροῦ ἀρτάβαι 22 1/2 1/8 κ αὶ πυροῦ ἀρτάβη 1 1/4
ἡ κα ρουσα τοῖς"
sb;20;14315,1,πυρου,TAX,0.0,"TAX,SEED","no_positive+negative(TAX,SEED)","τοῦ μὲν 1 καὶ
3 ἔτοῦς εἰς πυροῦ σπορὰν
ἐκφορίου σὺν σπέρμασι πυροῦ ἀρταβῶν"
sb;20;14315,1,πυρου,TAX,0.0,"TAX,SEED","no_positive+negative(TAX,SEED)","ἔτοῦς εἰς πυροῦ σπορὰν
ἐκφορίου σὺν σπέρμασι πυροῦ ἀρταβῶν
20 τοῦ παντὸς κατʼ καθʼ ἔτο"
sb;20;14708,1,πυρο,SEED,0.0,SEED,no_positive+negative(SEED),"κώμῃ Σαραπιήωι ἐξ ἧς συνήχθη
σαν εἰς πυρο ῦ ἀρτάβας φ καὶ εἰσελ θ ὼν εἰς"
sb;22;15332,1,πυρου,SEED,0.0,SEED,no_positive+negative(SEED),"ὑπὲρ φολέτρων αυτ ανασπ ζ
το κλῆρων πυροῦ ἀρτάβαι αρια. ταῦτα μετα ιας
δυναμης αὐτῶν"
sb;22;15333,1,πυρικων,SEED,0.0,SEED,no_positive+negative(SEED),"τρισὶ 3 γεωργοῖς εἰς τιμ ὴν
σπερμάτων πυρικῶν
ἀργυρίου δραχμ ὰς ἑκατόν,
γ ίνονται"
sb;26;16551,1,κριθη,TAX,0.0,TAX,no_positive+negative(TAX),"α 12
τούτων ἔλαβε αἴλαβη μέτρα 2 κριθῆ ς
χαλκοῦ δραχμὰς 8 ὁμοί ως κρι"
sb;28;17170,1,πυρου,TAX,0.0,TAX,no_positive+negative(TAX),"ὑπ ὲρ
Τέρτον Σ αμ οο ῦ πυροῦ δο χικῷ ἀρτάβαι 3 1/2 1/3
χωρὶς"
sb;28;17170,1,πυρου,TAX,0.0,TAX,no_positive+negative(TAX),"27 ἔτους ὡς εἶν αι 5 ἐτῶν
πυροῦ ἀρτάβας 28 1/2 κ αὶ ἀργ υρίου δραχμὰς"
